F/MHz,dB (252a),deg (252a),dB (252b),deg (252b),dB (254a),deg (254a),dB (254b),deg (254b),dB (255a),deg (255a),dB (255b),deg (255b),dB (256b),deg (256b)
47.254509,-31.84028281,-160.2470038,-39.4935963,-55.37692328,-33.14826218,-61.28775498,-37.33897975,-114.1264827,-39.007033,-111.472633,-28.56582757,-173.8863134,-38.73313488,-134.8149948
47.45491,-31.26276593,-160.1093429,-38.75514113,-46.40499044,-33.23977701,-61.50893753,-37.89401728,-118.3552925,-37.80356679,-127.6533823,-28.91732579,-174.0788053,-37.36191986,-143.6680048
47.655311,-31.78730735,-162.3213262,-39.03699841,-62.63201212,-33.17049304,-61.510763,-37.19430855,-116.2442576,-38.65610655,-118.1401219,-28.78718879,-176.2012092,-38.92896276,-146.310091
47.855711,-31.66749575,-164.7419427,-39.16902866,-53.03653416,-33.34088962,-60.90657657,-37.424831,-118.9541992,-38.79054012,-121.7253947,-28.82855863,-173.75775,-38.36801863,-144.8559003
48.056112,-31.47592346,-162.8203707,-39.76959408,-59.87351356,-33.33842496,-63.05392686,-37.91106551,-122.1404765,-39.70066678,-117.7460924,-28.58834601,-174.7999807,-37.9081087,-148.7453014
48.256513,-31.48551901,-163.6998188,-39.70730319,-59.48381877,-33.52838575,-58.87428834,-38.06281675,-119.1852012,-40.0085255,-128.7943989,-28.63487152,-175.6895303,-38.48101348,-149.2152676
48.456914,-31.63398136,-165.0708194,-40.14338396,-62.65611986,-34.05036072,-65.60086077,-36.95710652,-122.7807577,-40.26647228,-132.3174313,-28.75554064,-177.2480162,-37.93053071,-152.6847112
48.657315,-31.20057015,-164.3740759,-41.01789543,-61.83502925,-34.7822592,-63.9617129,-37.72065873,-123.6014433,-38.85225453,-131.4693128,-28.9932358,-177.876672,-37.85492098,-150.2177669
48.857715,-31.1171507,-168.1151079,-40.31105026,-69.10893936,-34.05808319,-65.40759612,-37.60206449,-129.7316914,-39.20353708,-134.359811,-28.682538,-178.7936096,-38.94837025,-155.7552452
49.058116,-31.32770372,-166.6332118,-40.9923254,-59.73584649,-34.45748471,-65.07120199,-37.78567773,-131.3972088,-38.98083803,-129.7827475,-28.65106624,-178.6313293,-38.55095978,-159.4042817
49.258517,-31.38513455,-169.5738836,-41.26912414,-61.84726606,-34.85521149,-61.8049703,-37.46341026,-135.2483485,-39.32585737,-129.0820233,-28.73979455,178.6425352,-38.61402647,-157.7079806
49.458918,-31.14514408,-167.8786311,-41.87388637,-60.96236065,-35.15871651,-65.91914102,-37.84688006,-135.3115531,-39.95341588,-132.0252564,-28.6972975,-179.8393246,-38.18386869,-159.5248984
49.659319,-31.11615656,-169.1908754,-40.95393168,-67.22097837,-35.47280337,-66.94024237,-37.46448457,-129.8563711,-40.17342076,-135.2100791,-28.50333719,177.7648688,-38.31640432,-159.3152439
49.859719,-31.06064692,-170.2556019,-40.8528871,-63.50565678,-34.93352826,-66.51000685,-37.72255684,-137.5149855,-39.75347332,-133.5866195,-28.6999205,177.1070948,-38.20417549,-165.5120052
50.06012,-31.15359408,-172.4639851,-43.27594977,-66.93607814,-36.01113496,-59.76793798,-37.26247169,-136.5495251,-39.79379206,-131.3507074,-28.49355777,178.4439269,-38.55453555,-164.4641328
50.260521,-31.18251425,-172.924245,-42.34682596,-64.41499037,-36.03149936,-62.55490454,-37.70279085,-133.2029199,-40.26197282,-140.3533388,-28.36884046,176.8977068,-38.48165064,-160.8249588
50.460922,-31.16160803,-174.0180046,-41.38175196,-58.35614303,-36.89074314,-62.46981389,-38.79154057,-134.1091795,-40.78627311,-140.3895939,-28.73772815,176.0364415,-39.24844121,-173.4621166
50.661323,-30.93153334,-175.0357301,-43.69059595,-66.83409808,-36.1866204,-59.49245097,-37.99466679,-141.5002931,-40.44268382,-143.442455,-28.5968349,176.127575,-39.16079294,-169.930592
50.861723,-31.18345389,-175.089778,-45.13247973,-52.40007719,-37.48640326,-62.97601789,-38.9865104,-140.471616,-40.91302327,-142.8476917,-28.66007001,175.4063199,-38.47668694,-172.8069611
51.062124,-30.71121843,-172.8474514,-44.16188182,-62.8587578,-36.97587221,-62.83153351,-38.38104186,-137.0299864,-41.07259184,-147.9476376,-28.66508346,175.4314869,-38.3595382,-173.1962318
51.262525,-31.06124195,-176.5765056,-45.34892884,-62.1347822,-37.5052194,-67.48629257,-38.29470352,-143.6967612,-41.02542652,-151.1245173,-28.7954042,176.4330463,-38.04135576,-176.56485
51.462926,-31.29027821,-176.0768824,-45.11946004,-56.04837815,-37.78938455,-62.92412854,-38.00345065,-148.363441,-41.72682529,-154.5648495,-28.5082815,173.725149,-38.8623499,-177.5969553
51.663327,-31.17548834,-175.8051598,-43.987249,-55.03014905,-38.01648515,-61.29079005,-38.64000233,-149.673513,-40.93532309,-149.1772293,-28.5436632,172.1767366,-39.53468928,179.5663029
51.863727,-30.87601179,-178.5480372,-45.44990708,-45.5843009,-38.15325889,-54.33892447,-39.29561811,-156.1826875,-41.87193681,-151.6512673,-28.73630542,171.9309503,-38.36572989,-179.5370906
52.064128,-31.42312764,-178.0088776,-44.94108636,-61.62372338,-38.62695751,-53.91155124,-38.28314187,-149.0055509,-41.64060333,-156.7141399,-28.58809853,169.9659827,-39.37572135,175.1859336
52.264529,-31.19076819,179.9777107,-46.35594136,-42.90067653,-39.73216162,-55.34811001,-39.32144739,-151.3148108,-41.92844029,-141.2795884,-28.82364137,169.7955415,-39.40081017,-178.7524675
52.46493,-31.49115576,-178.6591674,-46.70121226,-63.32653572,-38.86246426,-54.82845247,-39.52920502,-155.2279103,-41.0741536,-160.7774066,-28.63743927,170.21051,-38.9824988,168.8953099
52.665331,-31.464224,-179.1937706,-47.4301598,-44.79927437,-38.74653178,-46.11136178,-39.4114019,-151.9461227,-42.33464067,-158.1326515,-28.62198329,169.4798982,-39.03257985,167.886602
52.865731,-31.40888368,177.9246453,-46.89217823,-37.27480433,-39.86705855,-46.38529773,-39.43021385,-155.3733205,-43.99867847,-157.1323663,-28.92880399,170.6510556,-39.71858212,174.7445483
53.066132,-31.80605597,179.1830941,-46.66256278,-36.90750139,-40.11079736,-45.21915272,-39.71136622,-152.3044862,-45.64841798,-163.3033452,-28.85004955,167.3246758,-39.7456631,171.8467419
53.266533,-31.80128113,-179.5798554,-45.71525952,-15.29724596,-40.15705551,-43.37722085,-40.17549338,-161.5050782,-42.73966329,-168.4424422,-29.07307889,167.0274351,-38.73386238,167.3243369
53.466934,-31.61463587,175.5225143,-48.76654976,-15.58978835,-40.98713038,-47.74397566,-40.50393308,-157.4322417,-44.77221407,-169.9473132,-29.04987685,166.280257,-39.68012267,165.6916849
53.667335,-31.60315699,176.4763635,-45.13443754,-37.53271258,-39.61942606,-41.14383085,-40.96281989,-158.9132173,-44.4690034,-179.8699455,-29.00378721,166.0606358,-39.28336884,165.1255997
53.867735,-31.92718472,171.6142621,-44.77581825,-14.19983612,-40.17033983,-39.79984224,-39.88544856,-163.136706,-44.40212581,-178.0539977,-29.14610027,165.8321308,-39.64827189,161.678048
54.068136,-31.97688014,173.8928852,-45.54014357,-13.99843229,-39.84642779,-32.42701809,-40.61931742,-163.8544292,-46.37134026,174.5123658,-29.24257567,164.4036638,-40.26277667,154.5060567
54.268537,-31.9031129,171.6312001,-43.0243795,-17.18563095,-40.0472421,-24.78651776,-40.30703225,-164.2926004,-45.06286022,174.3916657,-29.29627252,164.4017483,-40.11670037,157.7506778
54.468938,-32.21744465,171.9250249,-43.03329382,-4.869697599,-40.77900374,-27.64915423,-41.1389605,-165.1622837,-47.35450413,-174.5581119,-29.38400881,164.1462944,-41.02521371,147.9230817
54.669339,-32.06289294,173.383484,-45.89656699,-23.41201086,-40.26981991,-22.37039153,-39.81831976,-166.1922667,-45.18199912,177.1030603,-29.3466423,162.7659376,-40.0579588,153.430643
54.869739,-32.28710984,170.2999599,-44.00022991,-6.58780395,-40.58629119,-18.85632117,-41.89459486,-163.2323582,-45.55897869,173.1946086,-29.38972437,162.8244061,-40.236935,157.6223987
55.07014,-32.40036015,166.5102344,-43.68019345,-10.87870273,-39.55154262,-14.59297915,-42.62911735,-177.7212232,-48.18794181,174.2439755,-29.50317067,162.6146401,-40.96563649,145.6658832
55.270541,-32.58695176,168.0501101,-42.78147243,-9.955212897,-39.88184244,-8.450030076,-41.95974281,-173.5707361,-48.63765552,156.6614934,-29.6817412,161.5942342,-40.35350451,143.8399077
55.470942,-32.62389504,170.4051027,-44.19562981,2.59482838,-40.17432691,-9.094913507,-42.14351685,-175.1362851,-49.52203886,166.4895944,-29.71094923,160.6649073,-40.83067292,140.7413312
55.671343,-32.68292721,166.5363763,-41.86529047,8.627329863,-39.17692675,-6.046419967,-43.44798247,-178.6230511,-47.40089822,157.4080403,-29.99211181,159.4717993,-40.95471912,142.9944758
55.871743,-32.96441762,163.7516901,-41.57265552,2.04027057,-39.81485547,-9.764599922,-43.08498802,-171.9963254,-54.8650061,166.8820928,-29.99750541,160.7290289,-41.90370381,136.1985357
56.072144,-33.06539641,166.0587508,-42.2777131,1.52457869,-38.86966525,-3.975492479,-42.76424665,179.6585685,-50.03563473,138.9230801,-30.17832235,160.3509217,-42.62539191,139.7723161
56.272545,-33.27388973,167.5054046,-41.75718212,5.279298952,-38.60050733,-9.364216723,-43.50402904,-178.2488599,-51.72101414,135.3238281,-30.11224745,158.8649596,-41.83332139,127.3340892
56.472946,-33.04445807,165.6304824,-42.26049716,2.320034042,-37.71264434,-5.235916222,-45.01548209,170.7749939,-51.25465721,111.7149393,-29.95315705,160.7338885,-42.87815169,134.7179654
56.673347,-33.18562861,163.6636431,-40.32278161,-0.186316603,-37.9998471,-1.725754264,-43.15699083,-178.5880398,-50.41934412,126.6569836,-30.41939943,158.4384128,-42.42216276,126.0183184
56.873747,-33.27926738,163.2552259,-40.57223483,0.654980132,-37.76420759,-3.723868885,-45.6300774,179.3671119,-57.47460645,138.7891628,-30.41887704,156.6380299,-42.72574575,112.188442
57.074148,-33.58891565,162.2087215,-40.19590857,-2.125281749,-37.30441016,2.090473072,-44.93572797,166.017722,-50.70028068,135.5792352,-30.68399385,159.7192478,-43.35196598,119.4007796
57.274549,-33.77833295,166.0067009,-40.52570387,7.38959545,-36.99490914,2.702186805,-45.95749984,171.4989356,-59.54306612,97.66316381,-30.57525734,156.7814881,-44.79482969,121.9543697
57.47495,-33.81173361,163.150781,-39.98472963,-0.952111497,-37.32038709,5.358577338,-48.67696446,173.5907833,-52.34614449,100.9171134,-30.93593579,157.9977231,-43.38537313,116.9384975
57.675351,-34.36570073,165.5180619,-40.50871846,4.610967915,-36.26395971,-2.021879759,-47.59785201,173.2768397,-52.4846044,124.57985,-30.91348682,156.9980221,-44.69532164,121.1790618
57.875752,-34.03576358,163.6996423,-39.15452941,-1.789683635,-36.86083342,-2.24157889,-47.04668018,173.169255,-58.0475057,68.27895376,-31.13576499,158.2537376,-44.18310983,104.97995
58.076152,-35.15890243,161.2358826,-39.15412151,-0.543598775,-35.54936816,-0.11455433,-48.14794454,163.1732997,-54.3445474,53.83798261,-30.95453541,158.18717,-42.64033981,102.6263676
58.276553,-34.94813443,160.9239032,-39.0335273,0.67705845,-35.17484738,0.559409777,-48.03447637,154.8168155,-53.43423602,65.1444032,-31.17882338,156.3336781,-43.90714145,109.1301642
58.476954,-35.00931762,159.8129784,-39.10684398,-1.426968797,-35.13434518,0.617373741,-53.89994325,177.4167968,-50.20865282,71.00769517,-31.43150762,157.1201249,-45.11852709,96.29822558
58.677355,-34.97221905,159.5870804,-38.72177951,0.278757184,-35.00347638,4.537830098,-49.91980835,-164.8744446,-52.43689298,33.77287843,-31.4544235,155.0197138,-43.97810442,99.18217135
58.877756,-35.35505005,160.9577436,-38.8898666,0.952418256,-35.03354153,0.897250786,-50.55361033,-178.780743,-51.57512439,36.97426675,-31.88447607,158.0717214,-45.04687239,95.12570918
59.078156,-35.50356174,162.7244527,-38.44233285,1.437327599,-34.90165677,0.715656049,-58.30901905,137.6741574,-52.00186423,24.32105125,-31.7797945,157.5152296,-43.97455701,84.51867945
59.278557,-35.74050432,164.0870874,-38.72359333,-1.874087728,-34.34597558,3.914264486,-51.37471053,163.7638166,-48.62405453,29.36687345,-32.08182056,155.8229281,-45.0294403,77.89814726
59.478958,-35.98996822,164.5644117,-37.61490822,-4.065953084,-34.57286547,-0.451245665,-55.48410038,-165.8730612,-51.74761427,7.457172891,-32.12084518,153.6573422,-47.00802085,76.51974083
59.679359,-36.33546625,164.6861022,-37.66387973,-1.598007092,-34.1038759,-0.931012908,-60.36330836,134.3363525,-50.34455223,1.769245511,-32.57500876,156.265322,-47.02173602,73.33933525
59.87976,-36.55299107,162.9693059,-38.11084757,-3.464036585,-33.3966789,-1.004346661,-55.19885596,-172.4048171,-46.69331733,18.13079222,-32.52265878,154.9761282,-49.70923243,76.15944897
60.08016,-36.57870452,168.8028538,-37.11322582,-4.066273127,-33.32712855,-1.813857787,-70.87891628,87.92732236,-48.01697527,9.691117853,-32.50821938,157.0252501,-47.17770295,78.09072598
60.280561,-36.86391055,167.9826952,-36.67933254,-6.940087809,-33.16950873,-3.066120125,-61.09823979,164.977067,-45.84863094,4.636698515,-33.10018487,159.0095704,-46.47968754,59.74017083
60.480962,-36.87094801,167.9472626,-36.68738397,-4.851369691,-33.66453044,-2.006592569,-59.07125202,-112.8092837,-43.81782422,0.126199174,-33.106693,156.3200442,-45.99092305,57.19516307
60.681363,-37.85754244,163.9809895,-36.58463422,-7.538207804,-32.86865699,-1.062262601,-55.35365782,-80.71236392,-45.89908901,-5.783876879,-33.1110338,160.1202623,-47.73724216,63.78361536
60.881764,-37.67901204,171.3114235,-36.00429875,-12.88406059,-32.95308479,-2.775991876,-61.77140063,-9.020801319,-45.25354918,-4.590424285,-33.55838843,158.5950735,-47.51284653,30.75394582
61.082164,-37.00394126,164.0844841,-36.46024235,-12.13692177,-33.28681031,-5.630519034,-58.96227274,-47.44731778,-43.07128839,-11.278991,-33.86410791,157.3251357,-47.61529384,38.74849391
61.282565,-38.14212733,171.9324196,-36.76128008,-9.245087717,-32.43803069,-5.873950478,-53.90237111,-67.84867473,-42.34481195,-22.31839129,-33.59302616,161.4203389,-47.81334579,20.06299496
61.482966,-39.31383011,174.9627446,-35.97772002,-8.699625196,-32.40641333,-4.865612151,-55.94632126,-90.51103797,-44.25402927,-24.85172898,-33.63120538,161.255517,-46.71562445,18.88981781
61.683367,-38.86840373,176.7665874,-35.5684182,-7.897711605,-31.91454317,-5.281460382,-54.58194176,-51.05059079,-42.28574323,-10.59519913,-34.07692899,162.9082826,-46.99785992,10.72660201
61.883768,-38.78637592,177.3695235,-35.99292595,-11.90786514,-32.14875194,-9.964677014,-51.95568857,-66.2361785,-42.86543874,-24.63167268,-34.07350015,166.3977113,-47.35188925,7.427522397
62.084168,-39.69459521,-178.9480744,-35.53950732,-13.34219155,-31.86186338,-8.011276406,-48.95582445,-66.04733385,-40.62601031,-19.46441194,-34.39759806,163.4344035,-46.38015425,6.60005059
62.284569,-38.78473768,-174.9822795,-35.81941224,-13.89203463,-31.80574183,-8.930658376,-48.79458563,-42.84207327,-41.75413198,-18.01018919,-34.27659793,165.4726634,-46.15170417,-2.763121486
62.48497,-38.54680341,175.7802108,-34.72655516,-14.50763906,-31.75646728,-9.662442776,-50.3157445,-71.30749724,-41.9203316,-25.73521419,-35.03346022,165.0665636,-44.23122383,-30.25304967
62.685371,-38.62933436,-177.3488607,-35.86979933,-22.74394459,-31.92201376,-9.107235031,-51.26645218,-105.3246401,-40.71196181,-24.0926076,-34.28258991,164.6062543,-44.96395207,-17.02905668
62.885772,-39.43724604,-166.4386713,-34.80330974,-17.8510726,-31.83957975,-11.48171104,-45.57358133,-93.75422415,-41.9666742,-34.0037088,-35.07835489,172.1555971,-46.05541167,-27.92617445
63.086172,-39.52714259,-166.7236748,-34.38635973,-21.21809181,-31.2110112,-13.83827197,-45.22677805,-65.22423221,-41.00819452,-27.3735233,-34.7293688,177.3758265,-43.22638118,-16.45851847
63.286573,-38.88537578,-158.3518529,-34.1338747,-23.19773553,-31.17384971,-12.08861086,-46.81750652,-73.09427642,-40.12979565,-44.26754767,-34.63402424,169.3221607,-43.24603295,-31.8633863
63.486974,-38.01932153,-157.1518061,-34.45636357,-23.8352536,-31.46712199,-14.7686889,-45.81113834,-65.97852235,-40.3894235,-38.18526303,-34.62537424,172.4983356,-42.85179674,-37.88413049
63.687375,-37.9851727,-162.8807809,-35.50255183,-24.70692481,-30.89291122,-13.55821959,-43.0273325,-69.15594615,-40.29105187,-37.05787851,-35.17589334,172.340543,-44.23923872,-39.05407932
63.887776,-38.27661861,-156.5320902,-34.74166054,-26.50004619,-31.13771305,-17.04206122,-44.74307523,-65.18736696,-39.81485134,-34.25307805,-35.78776008,-179.5254734,-44.33541088,-39.33420248
64.088176,-37.91900994,-162.5008846,-34.46821806,-21.9519752,-30.60607138,-14.10391235,-43.58086186,-77.8472182,-38.75167416,-46.7429418,-34.54470345,171.2704087,-41.00595249,-43.43846239
64.288577,-37.66134812,-155.098046,-34.2226699,-25.69844877,-30.97398152,-14.84205967,-44.2541106,-73.95629638,-40.62263929,-44.82937432,-34.14148412,-179.5679886,-42.52070177,-40.14032166
64.488978,-37.37664975,-149.3993798,-33.98361746,-24.48779608,-30.8870946,-16.51113687,-42.80899905,-79.96892511,-38.75091169,-44.5715472,-34.59315337,-177.2173395,-40.96285799,-53.19957186
64.689379,-37.20146964,-157.8092666,-34.37520316,-27.49397016,-30.71935994,-18.18245887,-42.19721638,-73.04532061,-37.66274754,-49.50386546,-35.03807729,-176.4478531,-40.80005542,-52.97022419
64.88978,-37.1308568,-149.7255333,-33.56689617,-31.4394274,-31.08383085,-20.08326537,-40.94365403,-74.9387765,-38.21433487,-58.84059911,-34.53734451,-172.2096791,-41.3977473,-61.34183948
65.09018,-37.75149848,-148.9502754,-34.15292104,-31.73270696,-30.38925682,-20.48485331,-43.13539821,-81.37144009,-38.37710693,-52.70439203,-34.18369334,-178.9513663,-40.86477048,-62.32002994
65.290581,-36.28726874,-147.7889,-33.74843149,-32.46944135,-31.01050497,-23.41153279,-40.82368501,-82.00618493,-38.04681922,-50.2480459,-34.78235989,-170.106933,-39.0782255,-62.22876281
65.490982,-37.58778235,-144.9143288,-34.64741202,-34.93144203,-30.52438802,-24.65297727,-42.32894659,-79.21512933,-37.16169426,-55.65672014,-34.61541334,-172.4742998,-39.89900671,-62.10704306
65.691383,-35.32331268,-144.9890171,-33.92530823,-34.7142454,-30.3364885,-24.606791,-42.01777521,-77.79514081,-37.54169818,-59.48599194,-33.95829278,-168.1049038,-39.52669616,-79.9391115
65.891784,-35.44585508,-144.5935705,-33.88870623,-36.6504024,-30.68471154,-24.69365271,-39.91175169,-86.07393923,-38.02964594,-61.95826134,-33.94659659,-172.9428362,-39.55033054,-74.35859558
66.092184,-35.02650093,-142.5838976,-33.34625375,-35.0318549,-30.72487529,-27.5730232,-39.93515966,-87.96762574,-38.02154477,-65.95211474,-33.40946981,-167.816467,-39.95414604,-76.6554124
66.292585,-34.97425772,-143.0461042,-33.72421073,-39.89941349,-30.41415028,-28.62585929,-40.45216015,-84.85139575,-37.34914351,-54.51891049,-33.56779679,-167.461205,-38.16949648,-79.51819806
66.492986,-34.81625721,-142.889622,-33.65947033,-38.69616689,-30.60962899,-24.94924586,-40.62990118,-87.82974892,-37.32391242,-65.18490684,-33.53466193,-161.5095838,-38.40526745,-81.75941437
66.693387,-33.77743303,-146.231367,-33.84084054,-37.67221229,-30.48614443,-30.15522514,-38.70772642,-85.59786294,-36.34507926,-64.83232163,-33.23692601,-166.285228,-38.11495394,-87.53134291
66.893788,-33.85331522,-139.2507271,-33.65321816,-38.5208591,-30.63526242,-32.67921185,-41.60634649,-97.11793717,-36.21537516,-72.96727605,-33.15479724,-168.5975838,-38.05522219,-82.23146138
67.094188,-33.4453778,-142.1217269,-33.47518936,-41.78667243,-30.34416259,-33.29879676,-38.20481207,-84.95874593,-35.97504071,-71.13961807,-33.42731398,-168.4221265,-37.56015909,-90.22836729
67.294589,-33.40690034,-144.3426725,-33.64298221,-42.16716477,-30.65388493,-34.50215607,-39.72220298,-93.30291544,-35.36343715,-68.27218689,-32.64604567,-162.4842908,-36.79222962,-87.63133714
67.49499,-33.32849284,-140.1396881,-33.50988574,-47.48610155,-30.67002071,-34.05618534,-38.83558672,-89.81168075,-36.73371146,-71.74387576,-32.79787311,-161.6129563,-36.64211798,-88.44678128
67.695391,-33.2576544,-136.4627247,-33.28703156,-42.75833589,-30.13732963,-34.85685784,-37.94818439,-94.80381503,-35.61975781,-70.82210979,-32.22957581,-163.3074208,-36.49337443,-81.261141
67.895792,-32.2911766,-140.881174,-33.18978466,-43.32604914,-30.32902906,-37.55699213,-37.81560612,-100.9188543,-35.69364596,-73.18315739,-32.25576433,-161.3977691,-36.74939218,-99.7512205
68.096192,-32.0810063,-143.4093897,-34.10239479,-46.66691342,-30.58954417,-37.65724713,-37.86424718,-100.8906663,-35.59384634,-83.43414315,-32.34335935,-160.3180119,-36.79361781,-95.41059297
68.296593,-32.41038183,-143.1424532,-33.51605635,-45.26639489,-30.66533483,-34.04768963,-37.67290214,-102.6444084,-35.31077767,-74.55129618,-31.89446157,-160.3345865,-35.80539503,-94.42427886
68.496994,-32.49927857,-148.6801858,-33.60850846,-47.67878485,-30.52580231,-37.55224258,-38.25799705,-97.83424409,-35.92434096,-84.35221066,-31.7709355,-159.9408005,-35.61178904,-100.8822446
68.697395,-31.62606054,-143.1328294,-33.57916494,-49.07306395,-30.82531795,-42.45830867,-38.46590887,-109.3436826,-35.60694399,-81.53671701,-31.9547999,-160.7179365,-35.14002491,-99.45581584
68.897796,-31.63677122,-143.7073475,-33.23073447,-49.81522263,-30.61775305,-40.5266353,-37.46888693,-107.7728435,-34.49489744,-79.3020157,-31.7556572,-162.9258713,-35.09201714,-103.0422973
69.098196,-31.43930471,-144.1481283,-34.10022651,-52.94795874,-30.75102745,-41.81851748,-38.08671434,-103.5729998,-35.55560811,-79.79564192,-32.19698642,-163.8076941,-35.10338534,-104.9426861
69.298597,-31.53113721,-145.2869867,-33.60105742,-55.37400768,-30.71283978,-40.24726514,-36.8722158,-103.4420731,-35.00355598,-85.96259486,-31.52935408,-160.8707899,-34.82056799,-107.5359207
69.498998,-31.104076,-145.6546865,-33.32782591,-54.77454207,-30.95073871,-41.78388552,-36.2893573,-109.8307539,-34.68973158,-91.77220362,-30.68851313,-159.2814547,-34.75562804,-112.1818969
69.699399,-30.68424678,-147.8651232,-33.50112141,-52.36348621,-30.95242171,-42.61992631,-37.40411451,-105.5493903,-35.10311734,-89.16604587,-30.54376104,-161.7656655,-34.43801486,-109.9662771
69.8998,-30.22414895,-148.3911442,-33.45837204,-55.87774523,-30.43833865,-48.21087385,-37.30652951,-113.2506942,-34.82583097,-87.76230597,-30.58102363,-159.3918293,-34.50437995,-115.2725813
70.1002,-30.32208331,-148.7352989,-33.0790821,-57.11700032,-30.25048838,-46.66655854,-36.39161422,-109.8866268,-34.19037261,-94.27489933,-30.40051735,-163.2487155,-33.45045854,-118.9128156
70.300601,-30.39147694,-148.3019205,-33.96855779,-54.92605938,-30.86831379,-45.9013239,-36.82956453,-114.3793412,-34.13137605,-93.76768685,-30.59329268,-161.3282556,-33.62969999,-117.2584181
70.501002,-30.08573734,-151.9587275,-33.52333732,-57.66792292,-31.12484028,-47.70809834,-36.79794227,-109.8585394,-34.60741097,-102.9747141,-30.06000499,-161.599543,-34.19219447,-119.5957586
70.701403,-30.1465602,-150.4707953,-33.23284029,-59.13746054,-30.94078302,-49.56142246,-37.00482864,-119.2420371,-35.36508894,-100.68936,-29.72014478,-160.3733485,-33.91222416,-118.5476824
70.901804,-30.03516235,-150.6483891,-32.52305091,-60.69586737,-31.24301995,-49.02203743,-36.08985024,-113.3241771,-33.88100434,-99.24004954,-29.94512023,-161.7175165,-33.3314175,-118.373455
71.102204,-29.15454554,-153.5465302,-33.76388682,-60.94951573,-31.60737272,-51.68269209,-37.11569805,-121.7561083,-34.1083733,-98.04087076,-29.57315861,-159.3292124,-33.17445698,-120.5512954
71.302605,-29.63787506,-157.3812839,-33.81391106,-62.7076226,-31.59614051,-47.8950471,-36.12318895,-120.9908427,-34.2393148,-97.69455403,-29.60763528,-162.0411657,-32.87574819,-125.9962778
71.503006,-29.33319886,-155.214692,-33.49742719,-65.38555616,-31.44764837,-55.03707366,-36.01860041,-122.5853468,-34.50624237,-104.0549097,-29.82201979,-162.1343607,-33.04369905,-130.2907468
71.703407,-29.0967278,-156.9383538,-33.44645653,-66.11554643,-31.57633042,-51.77704727,-36.39110619,-121.1623289,-33.76541501,-107.5815319,-29.62136297,-162.0161474,-33.26960226,-126.2215163
71.903808,-28.81892332,-157.4130845,-33.38366972,-63.94632646,-31.6889989,-57.15939091,-36.50162993,-122.1617904,-33.79603326,-111.760104,-29.39395299,-161.1011932,-32.13231131,-129.0882764
72.104208,-29.22116214,-160.700334,-33.43468272,-63.14860134,-32.13615352,-56.09500226,-36.40360799,-122.388541,-34.47970485,-112.2531198,-29.19092223,-164.2391941,-32.10620143,-131.697282
72.304609,-29.06577143,-158.6923001,-32.95335125,-68.06966532,-31.92535993,-53.6743109,-35.35346195,-125.1406909,-34.42103184,-108.854442,-29.03446525,-164.8323831,-32.2643353,-135.0097273
72.50501,-28.73233327,-159.2616834,-33.28260937,-67.92375514,-31.94606914,-53.31205169,-36.08289449,-126.8007667,-33.41540991,-112.020492,-29.18789568,-166.4119238,-32.06494295,-139.1472969
72.705411,-28.78708769,-159.5694315,-33.42148368,-64.50789073,-32.03693724,-57.44114232,-36.0247458,-127.5872135,-34.31637138,-114.6629038,-28.88831515,-165.5745133,-32.57412715,-139.4078312
72.905812,-28.9006066,-161.587431,-33.03043034,-67.60626658,-32.87327757,-53.39391844,-36.61923602,-126.6258748,-34.09138605,-108.8094097,-28.99969186,-164.6356846,-32.30688053,-140.4870047
73.106212,-28.48146293,-162.6518743,-33.19473327,-66.813978,-32.86730827,-59.31081535,-36.16346416,-128.1672398,-34.29078725,-114.3614649,-28.8359595,-164.930396,-32.75163314,-142.6986827
73.306613,-28.96347713,-165.8933101,-33.10892931,-69.21788303,-33.12237845,-60.00291567,-35.97910478,-128.2152346,-33.67861926,-119.9320486,-28.87808155,-166.0458605,-32.0027081,-146.515023
73.507014,-28.51035385,-164.9695363,-33.4169592,-71.65867058,-32.80968352,-58.51963776,-36.05531077,-132.1793073,-34.19547128,-121.5877782,-28.95924391,-166.0887675,-32.29284614,-143.1137533
73.707415,-28.23993027,-165.6683974,-33.29587759,-68.96597325,-32.80120364,-61.26289509,-36.39992103,-135.7065636,-33.54269919,-121.424835,-28.75182616,-166.2892216,-32.04129326,-147.8947525
73.907816,-28.31566632,-166.8571327,-33.82611951,-70.65193745,-33.90181596,-59.92016856,-35.91371966,-132.782253,-33.57881645,-120.7857253,-28.345897,-167.5085772,-32.10410665,-146.079737
74.108216,-28.18457293,-169.7897925,-33.6612977,-72.39852291,-33.24266998,-57.71247352,-36.91034322,-130.8843119,-34.0163824,-120.3475481,-28.56198418,-166.693341,-31.85940265,-147.8344664
74.308617,-28.23126253,-168.063653,-33.10095262,-69.04007218,-33.10810265,-58.32029337,-36.08534548,-138.1317861,-34.23158708,-127.0303563,-28.63979761,-170.2042513,-32.31338174,-150.8942996
74.509018,-28.62229907,-169.5927356,-33.08863755,-73.42945138,-34.12180097,-57.23334199,-36.1375822,-134.5576979,-34.08032827,-130.6966131,-28.45767035,-166.3820774,-31.63971778,-151.2340806
74.709419,-28.29639699,-171.9666926,-33.41102608,-75.47350701,-33.75410458,-57.64442165,-36.47930201,-137.9766977,-34.2910724,-128.8116765,-28.54136919,-169.4277254,-31.39744001,-155.2261398
